cod.,Country,Code,Year,Cellular Subscription C/100,Internet Users(%),No. of Internet Users,Broadband Subscription
383,Australia,AUS,1985,"0,00","0,0000%",0,"0,0000"
384,Australia,AUS,1986,"0,00","0,0000%",0,"0,0000"
385,Australia,AUS,1987,"0,03","0,0000%",0,"0,0000"
386,Australia,AUS,1988,"0,19","0,0000%",0,"0,0000"
387,Australia,AUS,1989,"0,57","0,0000%",0,"0,0000"
388,Australia,AUS,1990,"1,09","58,5095%",99.747,"0,0000"
389,Australia,AUS,1991,"1,70","109,7204%",189.499,"0,0000"
390,Australia,AUS,1992,"2,86","176,8765%",308.871,"0,0000"
391,Australia,AUS,1993,"3,92","197,4611%",348.154,"0,0000"
392,Australia,AUS,1994,"6,85","223,2101%",397.437,"0,0000"
393,Australia,AUS,1995,"12,46","275,9655%",496.821,"0,0000"
394,Australia,AUS,1996,"21,94","327,5250%",596.484,"0,0000"
395,Australia,AUS,1997,"24,90","1636,9358%",3.013.640,"0,0000"
396,Australia,AUS,1998,"26,46","3081,3240%",5.731.776,"0,0000"
397,Australia,AUS,1999,"33,61","4078,3783%",7.667.715,"0,0000"
398,Australia,AUS,2000,"45,08","4675,6115%",8.892.063,"0,0000"
399,Australia,AUS,2001,"58,00","5268,9266%",10.141.707,"0,6398"
400,Australia,AUS,2002,"65,30","0,0000%",0,"1,3303"
401,Australia,AUS,2003,"73,11","0,0000%",0,"2,6335"
402,Australia,AUS,2004,"82,90","0,0000%",0,"5,0906"
403,Australia,AUS,2005,"91,29","6300,0000%",12.708.191,"9,9908"
404,Australia,AUS,2006,"96,27","6600,0000%",13.508.241,"19,0000"
405,Australia,AUS,2007,"101,64","6944,9997%",14.467.012,"0,0000"
406,Australia,AUS,2008,"103,69","7166,9998%",15.228.352,"24,9153"
407,Australia,AUS,2009,"102,06","7425,0000%",16.083.217,"24,0037"
408,Australia,AUS,2010,"101,56","7600,0000%",16.734.566,"24,8706"
409,Australia,AUS,2011,"105,55","7948,7701%",17.771.091,"24,6340"
410,Australia,AUS,2012,"106,26","7900,0000%",17.956.125,"25,0394"
411,Australia,AUS,2013,"107,25","8345,3499%",19.287.596,"25,7193"
412,Australia,AUS,2014,"106,20","8400,0000%",19.714.446,"27,6991"
413,Australia,AUS,2015,"107,68","8456,0516%",20.142.518,"28,5302"
414,Australia,AUS,2016,"109,43","8654,0001%",20.938.964,"30,3923"
415,Australia,AUS,2017,"108,44","8654,5052%",21.281.719,"32,2234"
416,Australia,AUS,2018,"111,01","8759,9998%",21.881.803,"33,8472"
417,Australia,AUS,2019,"109,25","8859,9998%",22.466.450,"34,9265"
418,Australia,AUS,2020,"107,66","8959,9998%",23.000.366,"35,6849"
419,Austria,AUT,1980,"0,00","0,0000%",0,"0,0000"
420,Austria,AUT,1981,"0,00","0,0000%",0,"0,0000"
421,Austria,AUT,1982,"0,00","0,0000%",0,"0,0000"
422,Austria,AUT,1983,"0,00","0,0000%",0,"0,0000"
423,Austria,AUT,1984,"0,00","0,0000%",0,"0,0000"
424,Austria,AUT,1985,"0,13","0,0000%",0,"0,0000"
425,Austria,AUT,1986,"0,25","0,0000%",0,"0,0000"
426,Austria,AUT,1987,"0,34","0,0000%",0,"0,0000"
427,Austria,AUT,1988,"0,48","0,0000%",0,"0,0000"
428,Austria,AUT,1989,"0,66","0,0000%",0,"0,0000"
429,Austria,AUT,1990,"0,95","13,0369%",10.011,"0,0000"
430,Austria,AUT,1991,"1,48","25,9082%",20.093,"0,0000"
431,Austria,AUT,1992,"2,20","64,2818%",50.402,"0,0000"
432,Austria,AUT,1993,"2,80","76,5343%",60.502,"0,0000"
433,Austria,AUT,1994,"3,50","139,3423%",110.573,"0,0000"
434,Austria,AUT,1995,"4,80","189,0211%",150.221,"0,0000"
435,Austria,AUT,1996,"7,47","690,9163%",549.834,"0,0000"
436,Austria,AUT,1997,"14,44","953,3975%",759.580,"0,0000"
437,Austria,AUT,1998,"28,51","1542,1219%",1.229.974,"0,0000"
438,Austria,AUT,1999,"52,79","2304,4317%",1.841.559,"0,6322"
439,Austria,AUT,2000,"75,81","3373,0133%",2.701.927,"2,3608"
440,Austria,AUT,2001,"80,78","3918,5452%",3.150.366,"3,9591"
441,Austria,AUT,2002,"82,81","3656,0001%",2.953.680,"5,5443"
442,Austria,AUT,2003,"88,97","4270,0001%",3.467.285,"7,3509"
443,Austria,AUT,2004,"97,26","5427,9999%",4.435.335,"10,5881"
444,Austria,AUT,2005,"104,98","5800,0000%",4.771.680,"14,2240"
445,Austria,AUT,2006,"112,02","6359,9998%",5.258.302,"17,2835"
446,Austria,AUT,2007,"119,22","6937,0003%",5.754.047,"19,5099"
447,Austria,AUT,2008,"129,66","7287,0003%",6.063.611,"20,7276"
448,Austria,AUT,2009,"136,56","7344,9997%",6.127.888,"22,4364"
449,Austria,AUT,2010,"145,55","7516,9998%",6.286.338,"24,3806"
450,Austria,AUT,2011,"154,05","7873,9990%",6.607.231,"24,8146"
451,Austria,AUT,2012,"159,82","8002,9991%",6.746.241,"25,0546"
452,Austria,AUT,2013,"155,12","8061,8797%",6.836.105,"26,0922"
453,Austria,AUT,2014,"150,35","8099,5827%",6.921.957,"27,3818"
454,Austria,AUT,2015,"155,22","8394,0140%",7.254.461,"28,2935"
455,Austria,AUT,2016,"126,66","8432,3746%",7.366.936,"28,8466"
456,Austria,AUT,2017,"123,12","8793,5585%",7.736.130,"28,4742"
457,Austria,AUT,2018,"123,54","8747,9134%",7.733.609,"28,3555"
458,Austria,AUT,2019,"119,78","8775,2205%",7.792.342,"28,1281"
459,Austria,AUT,2020,"119,00","8752,9427%",7.796.929,"28,9350"
460,Azerbaijan,AZE,1980,"0,00","0,0000%",0,"0,0000"
461,Azerbaijan,AZE,1981,"0,00","0,0000%",0,"0,0000"
462,Azerbaijan,AZE,1982,"0,00","0,0000%",0,"0,0000"
463,Azerbaijan,AZE,1983,"0,00","0,0000%",0,"0,0000"
464,Azerbaijan,AZE,1984,"0,00","0,0000%",0,"0,0000"
465,Azerbaijan,AZE,1985,"0,00","0,0000%",0,"0,0000"
466,Azerbaijan,AZE,1986,"0,00","0,0000%",0,"0,0000"
467,Azerbaijan,AZE,1987,"0,00","0,0000%",0,"0,0000"
468,Azerbaijan,AZE,1988,"0,00","0,0000%",0,"0,0000"
469,Azerbaijan,AZE,1989,"0,00","0,0000%",0,"0,0000"
470,Azerbaijan,AZE,1990,"0,00","0,0000%",0,"0,0000"
471,Azerbaijan,AZE,1991,"0,00","0,0000%",0,"0,0000"
472,Azerbaijan,AZE,1992,"0,00","0,0000%",0,"0,0000"
473,Azerbaijan,AZE,1993,"0,00","0,0000%",0,"0,0000"
474,Azerbaijan,AZE,1994,"0,01","0,1431%",112,"0,0000"
475,Azerbaijan,AZE,1995,"0,08","0,2056%",162,"0,0000"
476,Azerbaijan,AZE,1996,"0,22","0,6355%",505,"0,0000"
477,Azerbaijan,AZE,1997,"0,50","2,5188%",2.015,"0,0000"
478,Azerbaijan,AZE,1998,"0,81","3,7485%",3.014,"0,0000"
479,Azerbaijan,AZE,1999,"4,59","9,9229%",8.039,"0,0000"
480,Azerbaijan,AZE,2000,"5,18","14,7758%",12.102,"0,0000"
481,Azerbaijan,AZE,2001,"8,91","30,5565%",25.307,"0,0000"
482,Azerbaijan,AZE,2002,"9,60","499,9714%",418.582,"0,0121"
483,Azerbaijan,AZE,2003,"12,64","0,0000%",0,"0,0000"
484,Azerbaijan,AZE,2004,"17,24","0,0000%",0,"0,0000"
485,Azerbaijan,AZE,2005,"26,26","803,0375%",695.129,"0,0256"
486,Azerbaijan,AZE,2006,"38,51","1199,2177%",1.050.917,"0,0458"
487,Azerbaijan,AZE,2007,"51,80","1454,0000%",1.290.921,"0,1673"
488,Azerbaijan,AZE,2008,"74,22","1708,0000%",1.537.148,"0,6801"
489,Azerbaijan,AZE,2009,"86,92","2740,0000%",2.498.779,"1,1205"
490,Azerbaijan,AZE,2010,"100,75","4600,0000%",4.249.113,"5,2621"
491,Azerbaijan,AZE,2011,"110,65","5000,0000%",4.679.509,"10,6477"
492,Azerbaijan,AZE,2012,"109,29","5420,0001%",5.141.183,"14,7829"
493,Azerbaijan,AZE,2013,"107,93","7300,0000%",7.018.569,"18,2429"
494,Azerbaijan,AZE,2014,"111,01","7500,0015%",7.306.411,"19,9679"
495,Azerbaijan,AZE,2015,"111,17","7700,0000%",7.594.883,"19,7392"
496,Azerbaijan,AZE,2016,"104,65","7819,9997%",7.801.430,"18,5256"
497,Azerbaijan,AZE,2017,"102,86","7900,0000%",7.956.540,"18,3358"
498,Azerbaijan,AZE,2018,"103,92","7979,9995%",8.101.714,"19,0050"
499,Azerbaijan,AZE,2019,"106,99","8109,9998%",8.298.769,"19,3379"
500,Azerbaijan,AZE,2020,"102,02","8459,9998%",8.701.069,"19,6808"
501,Bahamas,BHS,1980,"0,00","0,0000%",0,"0,0000"
502,Bahamas,BHS,1981,"0,00","0,0000%",0,"0,0000"
503,Bahamas,BHS,1982,"0,00","0,0000%",0,"0,0000"
504,Bahamas,BHS,1983,"0,00","0,0000%",0,"0,0000"
505,Bahamas,BHS,1984,"0,00","0,0000%",0,"0,0000"
506,Bahamas,BHS,1985,"0,00","0,0000%",0,"0,0000"
507,Bahamas,BHS,1986,"0,00","0,0000%",0,"0,0000"
508,Bahamas,BHS,1987,"0,00","0,0000%",0,"0,0000"
509,Bahamas,BHS,1988,"0,00","0,0000%",0,"0,0000"
510,Bahamas,BHS,1989,"0,00","0,0000%",0,"0,0000"
511,Bahamas,BHS,1990,"0,75","0,0000%",0,"0,0000"
512,Bahamas,BHS,1991,"0,77","0,0000%",0,"0,0000"
513,Bahamas,BHS,1992,"0,98","0,0000%",0,"0,0000"
514,Bahamas,BHS,1993,"0,89","0,0000%",0,"0,0000"
515,Bahamas,BHS,1995,"1,46","96,0031%",2.876,"0,0000"
516,Bahamas,BHS,1996,"1,74","174,6951%",5.327,"0,0000"
517,Bahamas,BHS,1997,"2,16","136,2954%",4.228,"0,0000"
518,Bahamas,BHS,1998,"2,78","233,5591%",7.367,"0,0000"
519,Bahamas,BHS,1999,"5,41","376,4558%",12.057,"0,0000"
520,Bahamas,BHS,2000,"10,58","800,0000%",26.003,"0,0000"
521,Bahamas,BHS,2001,"20,01","1180,0000%",38.897,"1,3677"
522,Bahamas,BHS,2002,"39,58","1800,0000%",60.123,"2,4508"
523,Bahamas,BHS,2003,"39,03","2000,0000%",67.701,"3,4941"
524,Bahamas,BHS,2004,"58,33","2200,0000%",75.481,"4,0148"
525,Bahamas,BHS,2005,"70,11","2500,0000%",86.954,"4,1193"
526,Bahamas,BHS,2006,"76,42","2600,0000%",91.695,"5,0119"
527,Bahamas,BHS,2007,"110,85","2700,0000%",96.573,"6,0761"
528,Bahamas,BHS,2008,"104,18","3154,0001%",114.429,"7,4197"
529,Bahamas,BHS,2009,"102,63","3388,0001%",124.700,"9,0357"
530,Bahamas,BHS,2010,"120,69","4300,0000%",160.509,"6,9594"
531,Bahamas,BHS,2011,"83,09","6500,0000%",245.671,"4,3095"
532,Bahamas,BHS,2012,"82,51","7174,8199%",274.130,"21,4338"
533,Bahamas,BHS,2013,"78,17","7200,0000%",277.675,"19,7430"
534,Bahamas,BHS,2014,"84,95","7691,9998%",299.324,"20,8206"
535,Bahamas,BHS,2015,"83,16","7800,0000%",306.311,"21,6506"
536,Bahamas,BHS,2016,"95,31","8000,0000%",316.789,"22,5248"
537,Bahamas,BHS,2017,"92,61","8059,9998%",321.616,"22,7549"
538,Bahamas,BHS,2018,"100,80","8300,0000%",333.586,"21,0581"
539,Bahamas,BHS,2019,"109,25","8500,0000%",343.879,"21,1293"
540,Bahamas,BHS,2020,"118,50","8700,0000%",353.636,"21,1065"
541,Bahrain,BHR,1980,"0,00","0,0000%",0,"0,0000"
542,Bahrain,BHR,1981,"0,00","0,0000%",0,"0,0000"
543,Bahrain,BHR,1982,"0,00","0,0000%",0,"0,0000"
544,Bahrain,BHR,1983,"0,00","0,0000%",0,"0,0000"
545,Bahrain,BHR,1984,"0,00","0,0000%",0,"0,0000"
546,Bahrain,BHR,1985,"0,00","0,0000%",0,"0,0000"
547,Bahrain,BHR,1986,"0,14","0,0000%",0,"0,0000"
548,Bahrain,BHR,1987,"0,38","0,0000%",0,"0,0000"
549,Bahrain,BHR,1988,"0,62","0,0000%",0,"0,0000"
550,Bahrain,BHR,1989,"0,88","0,0000%",0,"0,0000"
551,Bahrain,BHR,1990,"1,04","0,0000%",0,"0,0000"
552,Bahrain,BHR,1991,"1,44","0,0000%",0,"0,0000"
553,Bahrain,BHR,1992,"1,85","0,0000%",0,"0,0000"
554,Bahrain,BHR,1993,"2,12","0,0000%",0,"0,0000"
555,Bahrain,BHR,1994,"3,21","0,0000%",0,"0,0000"
556,Bahrain,BHR,1995,"4,90","34,6206%",2.122,"0,0000"
557,Bahrain,BHR,1996,"6,93","84,3254%",5.336,"0,0000"
558,Bahrain,BHR,1997,"9,84","164,6299%",10.745,"0,0000"
559,Bahrain,BHR,1998,"15,00","321,8202%",21.642,"0,0000"
560,Bahrain,BHR,1999,"20,97","472,0358%",32.671,"0,0000"
561,Bahrain,BHR,2000,"30,95","615,3733%",43.780,"0,0000"
562,Bahrain,BHR,2001,"42,95","1503,8634%",109.822,"0,1686"
563,Bahrain,BHR,2002,"52,91","1805,0720%",135.079,"0,6774"
564,Bahrain,BHR,2003,"56,90","2155,4945%",167.754,"1,2504"
565,Bahrain,BHR,2004,"78,30","2145,8681%",178.848,"1,8023"
566,Bahrain,BHR,2005,"86,27","2130,3734%",192.144,"2,4104"
567,Bahrain,BHR,2006,"94,68","2824,3952%",274.245,"4,0304"
568,Bahrain,BHR,2007,"107,73","3291,0000%",342.443,"6,5886"
569,Bahrain,BHR,2008,"129,26","5195,0001%",576.828,"8,3989"
570,Bahrain,BHR,2009,"118,30","5300,0000%",625.114,"11,7725"
571,Bahrain,BHR,2010,"126,28","5500,0000%",667.510,"12,4842"
572,Bahrain,BHR,2011,"132,51","7699,9969%",933.306,"22,8080"
573,Bahrain,BHR,2012,"163,38","8800,0000%",1.077.954,"22,7231"
574,Bahrain,BHR,2013,"168,07","9000,0038%",1.135.515,"22,8175"
575,Bahrain,BHR,2014,"174,32","9050,3136%",1.186.625,"21,5236"
576,Bahrain,BHR,2015,"183,62","9347,8302%",1.273.321,"18,4452"
577,Bahrain,BHR,2016,"210,05","9799,9977%",1.381.474,"16,2987"
578,Bahrain,BHR,2017,"158,26","9587,8136%",1.396.795,"12,9955"
579,Bahrain,BHR,2018,"133,34","9864,4676%",1.467.188,"8,0484"
580,Bahrain,BHR,2019,"115,79","9970,1492%",1.489.735,"8,5909"
581,Bahrain,BHR,2020,"102,77","9966,9998%",1.472.602,"8,7524"
582,Bangladesh,BGD,1980,"0,00","0,0000%",0,"0,0000"
583,Bangladesh,BGD,1981,"0,00","0,0000%",0,"0,0000"
584,Bangladesh,BGD,1982,"0,00","0,0000%",0,"0,0000"
585,Bangladesh,BGD,1983,"0,00","0,0000%",0,"0,0000"
586,Bangladesh,BGD,1984,"0,00","0,0000%",0,"0,0000"
587,Bangladesh,BGD,1985,"0,00","0,0000%",0,"0,0000"
588,Bangladesh,BGD,1986,"0,00","0,0000%",0,"0,0000"
589,Bangladesh,BGD,1987,"0,00","0,0000%",0,"0,0000"
590,Bangladesh,BGD,1988,"0,00","0,0000%",0,"0,0000"
591,Bangladesh,BGD,1989,"0,00","0,0000%",0,"0,0000"
592,Bangladesh,BGD,1990,"0,00","0,0000%",0,"0,0000"
593,Bangladesh,BGD,1991,"0,00","0,0000%",0,"0,0000"
594,Bangladesh,BGD,1992,"0,00","0,0000%",0,"0,0000"
595,Bangladesh,BGD,1993,"0,00","0,0000%",0,"0,0000"
596,Bangladesh,BGD,1994,"0,00","0,0000%",0,"0,0000"
597,Bangladesh,BGD,1995,"0,00","0,0000%",0,"0,0000"
598,Bangladesh,BGD,1996,"0,00","0,0000%",0,"0,0000"
599,Bangladesh,BGD,1997,"0,02","0,0751%",917,"0,0000"
600,Bangladesh,BGD,1998,"0,06","0,3685%",4.582,"0,0000"
601,Bangladesh,BGD,1999,"0,12","3,6170%",45.848,"0,0000"
602,Bangladesh,BGD,2000,"0,22","7,1039%",91.778,"0,0000"
603,Bangladesh,BGD,2001,"0,40","12,9808%",170.919,"0,0000"
604,Bangladesh,BGD,2002,"0,81","13,9920%",187.689,"0,0000"
605,Bangladesh,BGD,2003,"1,01","16,3878%",223.698,"0,0000"
606,Bangladesh,BGD,2004,"2,03","19,9036%",276.242,"0,0000"
607,Bangladesh,BGD,2005,"6,47","24,1637%",340.497,"0,0000"
608,Bangladesh,BGD,2006,"13,58","100,0000%",1.426.288,"0,0000"
609,Bangladesh,BGD,2007,"24,09","180,0000%",2.594.447,"0,0306"
610,Bangladesh,BGD,2008,"30,93","250,0000%",3.635.533,"0,0346"
611,Bangladesh,BGD,2009,"35,20","310,0000%",4.547.911,"0,2170"
612,Bangladesh,BGD,2010,"46,03","370,0000%",5.490.472,"0,2809"
613,Bangladesh,BGD,2011,"56,52","450,0000%",6.759.495,"0,3139"
614,Bangladesh,BGD,2012,"64,36","500,0000%",7.604.533,"0,3976"
615,Bangladesh,BGD,2013,"76,30","663,0000%",10.212.199,"0,9985"
616,Bangladesh,BGD,2014,"82,10","1190,0000%",18.559.396,"2,0018"
617,Bangladesh,BGD,2015,"84,08","1290,0000%",20.360.069,"3,1314"
618,Bangladesh,BGD,2016,"86,08","1810,0000%",28.921.009,"4,1730"
619,Bangladesh,BGD,2017,"94,53","1979,9999%",32.035.204,"4,5718"
620,Bangladesh,BGD,2018,"100,24","2179,9999%",35.683.100,"4,9901"
621,Bangladesh,BGD,2019,"101,55","2379,9999%",39.392.860,"4,9590"
622,Bangladesh,BGD,2020,"107,04","2479,9999%",41.520.393,"6,1041"
623,Barbados,BRB,1980,"0,00","0,0000%",0,"0,0000"
624,Barbados,BRB,1981,"0,00","0,0000%",0,"0,0000"
625,Barbados,BRB,1982,"0,00","0,0000%",0,"0,0000"
626,Barbados,BRB,1983,"0,00","0,0000%",0,"0,0000"
627,Barbados,BRB,1984,"0,00","0,0000%",0,"0,0000"
628,Barbados,BRB,1985,"0,00","0,0000%",0,"0,0000"
629,Barbados,BRB,1986,"0,00","0,0000%",0,"0,0000"
630,Barbados,BRB,1987,"0,00","0,0000%",0,"0,0000"
631,Barbados,BRB,1988,"0,00","0,0000%",0,"0,0000"
632,Barbados,BRB,1989,"0,00","0,0000%",0,"0,0000"
633,Barbados,BRB,1990,"0,00","0,0000%",0,"0,0000"
634,Barbados,BRB,1991,"0,19","0,0000%",0,"0,0000"
635,Barbados,BRB,1992,"0,30","0,0000%",0,"0,0000"
636,Barbados,BRB,1993,"0,59","0,0000%",0,"0,0000"
637,Barbados,BRB,1994,"1,12","0,0000%",0,"0,0000"
638,Barbados,BRB,1995,"1,73","0,7752%",20,"0,0000"
639,Barbados,BRB,1996,"2,35","38,9464%",1.024,"0,0000"
640,Barbados,BRB,1997,"2,99","78,3429%",2.062,"0,0000"
641,Barbados,BRB,1998,"4,46","197,0249%",5.195,"0,0000"
642,Barbados,BRB,1999,"7,51","237,6247%",6.278,"0,0000"
643,Barbados,BRB,2000,"10,48","397,3678%",10.517,"0,0000"
644,Barbados,BRB,2001,"19,49","1193,6450%",31.677,"0,0000"
645,Barbados,BRB,2002,"35,55","2783,6323%",74.175,"0,0000"
646,Barbados,BRB,2003,"51,03","3968,9629%",106.173,"9,9585"
647,Barbados,BRB,2004,"72,70","4979,9999%",133.720,"10,7634"
648,Barbados,BRB,2005,"74,62","5250,0000%",141.482,"11,5597"
649,Barbados,BRB,2006,"85,46","5529,9999%",149.551,"13,9831"
650,Barbados,BRB,2007,"92,43","5820,0001%",157.990,"16,9117"
651,Barbados,BRB,2008,"103,11","6140,0002%",167.405,"17,5805"
652,Barbados,BRB,2009,"119,91","6469,9997%",177.149,"20,3857"
653,Barbados,BRB,2010,"124,08","6509,9998%",178.841,"19,9163"
654,Barbados,BRB,2011,"122,94","6650,0000%",183.208,"22,1332"
655,Barbados,BRB,2012,"123,12","7119,9997%",196.659,"23,5755"
656,Barbados,BRB,2013,"108,24","7180,0003%",198.795,"23,8477"
657,Barbados,BRB,2014,"107,24","7516,0004%",208.570,"27,2903"
658,Barbados,BRB,2015,"117,34","7611,0001%",211.658,"27,4316"
659,Barbados,BRB,2016,"116,24","7954,9400%",221.672,"30,4018"
660,Barbados,BRB,2017,"115,14","8176,0780%",228.275,"31,2124"
661,Barbados,BRB,2018,"114,89","0,0000%",0,"31,1679"
662,Barbados,BRB,2019,"114,74","0,0000%",0,"37,2103"
663,Barbados,BRB,2020,"102,65","0,0000%",0,"44,5411"
664,Belarus,BLR,1980,"0,00","0,0000%",0,"0,0000"
665,Belarus,BLR,1981,"0,00","0,0000%",0,"0,0000"
666,Belarus,BLR,1982,"0,00","0,0000%",0,"0,0000"
667,Belarus,BLR,1983,"0,00","0,0000%",0,"0,0000"
668,Belarus,BLR,1984,"0,00","0,0000%",0,"0,0000"
669,Belarus,BLR,1985,"0,00","0,0000%",0,"0,0000"
670,Belarus,BLR,1986,"0,00","0,0000%",0,"0,0000"
671,Belarus,BLR,1987,"0,00","0,0000%",0,"0,0000"
672,Belarus,BLR,1988,"0,00","0,0000%",0,"0,0000"
673,Belarus,BLR,1989,"0,00","0,0000%",0,"0,0000"
674,Belarus,BLR,1990,"0,00","0,0000%",0,"0,0000"
675,Belarus,BLR,1991,"0,00","0,0000%",0,"0,0000"
676,Belarus,BLR,1992,"0,00","0,0000%",0,"0,0000"
677,Belarus,BLR,1993,"0,00","0,0000%",0,"0,0000"
678,Belarus,BLR,1994,"0,02","0,0486%",51,"0,0000"
679,Belarus,BLR,1995,"0,06","0,2921%",306,"0,0000"
680,Belarus,BLR,1996,"0,07","2,9298%",3.058,"0,0000"
681,Belarus,BLR,1997,"0,08","4,9021%",5.099,"0,0000"
682,Belarus,BLR,1998,"0,12","7,3869%",7.651,"0,0000"
683,Belarus,BLR,1999,"0,24","49,4881%",51.014,"0,0000"
684,Belarus,BLR,2000,"0,50","186,0398%",190.812,"0,0000"
685,Belarus,BLR,2001,"1,41","430,0616%",438.715,"0,0000"
686,Belarus,BLR,2002,"4,75","895,0972%",907.216,"0,0002"
687,Belarus,BLR,2003,"11,55","0,0000%",0,"0,0013"
688,Belarus,BLR,2004,"23,29","0,0000%",0,"0,0078"
689,Belarus,BLR,2005,"42,87","0,0000%",0,"0,0164"
690,Belarus,BLR,2006,"62,63","1620,0001%",1.599.701,"0,1200"
691,Belarus,BLR,2007,"73,41","1970,0001%",1.935.720,"1,7911"
692,Belarus,BLR,2008,"85,98","2300,0000%",2.251.201,"5,0565"
693,Belarus,BLR,2009,"102,68","2743,0000%",2.676.540,"11,5793"
694,Belarus,BLR,2010,"109,68","3179,9999%",3.094.593,"17,6914"
695,Belarus,BLR,2011,"113,59","3964,8895%",3.848.712,"22,2836"
696,Belarus,BLR,2012,"113,37","4691,0000%",4.547.340,"26,8857"
697,Belarus,BLR,2013,"117,94","5416,9998%",5.249.692,"29,5627"
698,Belarus,BLR,2014,"120,89","5902,0000%",5.721.246,"28,4608"
699,Belarus,BLR,2015,"121,28","6223,0362%",6.036.724,"30,7593"
700,Belarus,BLR,2016,"121,11","7111,3045%",6.903.733,"32,4756"
701,Belarus,BLR,2017,"120,79","7443,6447%",7.226.196,"33,4731"
702,Belarus,BLR,2018,"122,93","7912,9890%",7.672.096,"33,8691"
703,Belarus,BLR,2019,"123,01","8278,9154%",8.008.999,"34,0111"
704,Belarus,BLR,2020,"123,86","8508,9996%",8.197.353,"34,4528"
705,Belgium,BEL,1980,"0,00","0,0000%",0,"0,0000"
706,Belgium,BEL,1981,"0,00","0,0000%",0,"0,0000"
707,Belgium,BEL,1982,"0,00","0,0000%",0,"0,0000"
708,Belgium,BEL,1983,"0,00","0,0000%",0,"0,0000"
709,Belgium,BEL,1984,"0,00","0,0000%",0,"0,0000"
710,Belgium,BEL,1985,"0,00","0,0000%",0,"0,0000"
711,Belgium,BEL,1986,"0,04","0,0000%",0,"0,0000"
712,Belgium,BEL,1987,"0,07","0,0000%",0,"0,0000"
713,Belgium,BEL,1988,"0,19","0,0000%",0,"0,0000"
714,Belgium,BEL,1989,"0,31","0,0000%",0,"0,0000"
715,Belgium,BEL,1990,"0,43","0,1007%",100,"0,0000"
716,Belgium,BEL,1991,"0,51","2,0073%",2.005,"0,0000"
717,Belgium,BEL,1992,"0,61","10,0041%",10.021,"0,0000"
718,Belgium,BEL,1993,"0,67","19,9446%",20.032,"0,0000"
719,Belgium,BEL,1994,"1,26","69,5995%",70.081,"0,0000"
720,Belgium,BEL,1995,"2,31","99,1663%",100.110,"0,0000"
721,Belgium,BEL,1996,"4,68","296,8412%",300.499,"0,0000"
722,Belgium,BEL,1997,"9,53","493,8081%",501.456,"0,0000"
723,Belgium,BEL,1998,"17,16","788,6623%",803.532,"0,1067"
724,Belgium,BEL,1999,"31,07","1377,2215%",1.408.102,"0,2243"
725,Belgium,BEL,2000,"54,75","2943,1692%",3.020.972,"1,4026"
726,Belgium,BEL,2001,"74,59","3128,8395%",3.225.599,"4,4579"
727,Belgium,BEL,2002,"78,17","4633,0002%",4.797.735,"7,8671"
728,Belgium,BEL,2003,"82,60","4997,0001%",5.198.154,"11,9294"
729,Belgium,BEL,2004,"87,13","5386,0001%",5.631.690,"15,4573"
730,Belgium,BEL,2005,"91,07","5582,0000%",5.870.578,"19,0633"
731,Belgium,BEL,2006,"92,73","5972,0001%",6.320.150,"23,0857"
732,Belgium,BEL,2007,"100,38","6444,0002%",6.865.243,"25,5163"
733,Belgium,BEL,2008,"105,22","6600,0000%",7.079.635,"27,6702"
734,Belgium,BEL,2009,"108,43","7000,0000%",7.560.950,"29,0357"
735,Belgium,BEL,2010,"111,11","7500,0000%",8.158.461,"30,8367"
736,Belgium,BEL,2011,"113,46","8160,9993%",8.940.980,"32,1755"
737,Belgium,BEL,2012,"111,08","8071,9994%",8.904.336,"33,3053"
738,Belgium,BEL,2013,"110,41","8217,0197%",9.123.571,"34,3277"
739,Belgium,BEL,2014,"113,49","8500,0000%",9.500.218,"35,7465"
740,Belgium,BEL,2015,"113,17","8505,2940%",9.567.015,"36,5084"
741,Belgium,BEL,2016,"110,54","8651,6479%",9.790.929,"37,6092"
742,Belgium,BEL,2017,"99,45","8767,9680%",9.981.885,"38,3456"
743,Belgium,BEL,2018,"99,70","8864,7347%",10.148.878,"39,2169"
744,Belgium,BEL,2019,"99,74","9027,5429%",10.391.216,"39,7831"
745,Belgium,BEL,2020,"99,48","9152,6413%",10.582.024,"40,8487"
746,Belize,BLZ,1980,"0,00","0,0000%",0,"0,0000"
747,Belize,BLZ,1981,"0,00","0,0000%",0,"0,0000"
748,Belize,BLZ,1982,"0,00","0,0000%",0,"0,0000"
749,Belize,BLZ,1983,"0,00","0,0000%",0,"0,0000"
750,Belize,BLZ,1984,"0,00","0,0000%",0,"0,0000"
751,Belize,BLZ,1985,"0,00","0,0000%",0,"0,0000"
752,Belize,BLZ,1986,"0,00","0,0000%",0,"0,0000"
753,Belize,BLZ,1987,"0,00","0,0000%",0,"0,0000"
754,Belize,BLZ,1988,"0,00","0,0000%",0,"0,0000"
755,Belize,BLZ,1989,"0,00","0,0000%",0,"0,0000"
756,Belize,BLZ,1990,"0,00","0,0000%",0,"0,0000"
757,Belize,BLZ,1991,"0,00","0,0000%",0,"0,0000"
758,Belize,BLZ,1992,"0,00","0,0000%",0,"0,0000"
759,Belize,BLZ,1993,"0,20","0,0000%",0,"0,0000"
760,Belize,BLZ,1994,"0,41","0,0000%",0,"0,0000"
